recno,Seq,xpos,ypos,RAJ2000,DEJ2000,SE,isoArea,FKsap,e_FKsap,apcorr,KsR,FKsapD,e_FKsapD,apcorrD,FKsD,e_FKsD,FKsauto,R50,amaj,bmin,Rad,FKsall,e_FKsall,w_FKsall,Fu,e_Fu,w_Fu,FB,e_FB,w_FB,FV,e_FV,w_FV,FR,e_FR,w_FR,Fi,e_Fi,w_Fi,Fz,e_Fz,w_Fz,FJ1,e_FJ1,w_FJ1,FJ2,e_FJ2,w_FJ2,FJ3,e_FJ3,w_FJ3,FHs,e_FHs,w_FHs,FHl,e_FHl,w_FHl,FKs,e_FKs,w_FKs,FJ,e_FJ,w_FJ,FH,e_FH,w_FH,FK,e_FK,w_FK,FKsHI,e_FKsHI,w_FKsHI,F125W,e_F125W,w_F125W,F140W,e_F140W,w_F140W,F160W,e_F160W,w_F160W,F606W,e_F606W,w_F606W,F814W,e_F814W,w_F814W,FY,e_FY,w_FY,F3_6,e_F3_6,w_F3_6,F4_5,e_F4_5,w_F4_5,F5_8,e_F5_8,w_F5_8,F8_0,e_F8_0,w_F8_0,wminOpt,wminHST1,wminfs,wminjhk,wminHST2,wminIRAC,wminAll,Star,Nghb,Use,SNR,zspec,ra,dec
9800,9800,961.212,2524.499,34.3890648,-5.2115006,0,561.0,23.10549,0.05275,1.035938,3.327116,21.55343,0.05334,1.771907,38.19068,0.09451,74.20776,4.585,4.912,3.943,13.203,76.87463,0.32304,1.5,3.518393253,0.11308,1.0,4.367324484,0.01931,1.0,5.11706787,0.02351,1.0,6.426252448,0.03048,1.0,8.817816945,0.03085,1.0,12.4279,0.08531,1.0,23.68532132,0.21978,1.16,29.67463737,0.19002,1.24,38.89142,0.22878,1.2,51.2019,0.38837,1.12,65.30972,0.39066,1.15,77.2549797,0.66047,1.26,37.67075,0.24126,1.0,61.2839,0.4852,1.0,80.3317,0.31803,0.91,75.6172,0.33735,1.33,35.2418,0.16221,0.95,42.4533,0.20554,1.91,49.6079,0.17529,0.71,5.58540984,0.1217,0.95,9.64827,0.13096,0.89,20.20308296,0.10451,1.09,136.85853526,0.16644,1.03,165.60075,0.18198,1.08,143.90323035,3.91532,1.0,128.46337,4.17927,1.0,1.0,0.71,0.89,1.5,0.91,1.0,1.5,0,0,1,404.092,1.664,34.3890648,-5.2115006
10587,10587,670.365,2689.786,34.4012337,-5.2046132,0,262.0,5.27088,0.06365,1.056286,2.862702,5.42797,0.06437,1.771907,9.61786,0.11405,14.2849,3.822,4.253,3.063,10.828,15.08894,0.31384,1.03,4.274561124,0.09729,1.0,4.568102352,0.01663,1.0,8.000703615,0.02024,1.0,10.99651552,0.02627,1.0,11.35052373,0.02653,1.0,12.6605,0.07353,1.0,12.55467326,0.24732,0.68,13.06298952,0.21545,0.72,13.98768,0.25963,0.7,14.0477,0.4725,0.56,15.78161,0.46435,0.6,16.71662475,0.74809,0.74,14.02041,0.20659,1.0,16.53493,0.41513,1.0,15.51805,0.27566,0.89,15.65918,0.43344,0.59,13.7111,0.13615,1.0,13.9372,0.2425,1.02,14.6223,0.12514,1.03,8.884073214,0.10139,1.01,11.49628,0.12128,0.77,12.87715376,0.13339,0.49,10.2424024989,0.13625,1.18,8.45098,0.14948,1.14,13.989757203,3.36047,1.0,1.08331,3.71019,1.0,1.0,0.49,0.77,1.03,0.49,1.0,1.03,0,0,1,84.32846,,34.4012337,-5.2046132
10461,10461,354.756,2670.505,34.4144402,-5.2054167,3,306.0,6.48846,0.05972,1.022441,2.53824,7.00686,0.06039,1.771907,12.4155,0.10701,16.1078,3.425,7.555,3.648,15.749,16.46927,0.44545,1.17,2.136077268,0.08594,1.0,2.291440536,0.01473,1.0,2.919515975,0.018,1.0,4.645749856,0.02329,1.0,6.885180876,0.02361,1.0,8.37347,0.065,1.0,8.003641664,0.44584,0.17,9.505756575,0.36052,0.21,10.83472,0.51861,0.14,10.4138,1.13272,0.08,15.55928,1.22808,0.07,15.00630405,1.03609,0.31,10.8635,0.18223,1.0,13.87569,0.36672,1.0,17.1869,0.2405,0.91,16.51815,0.31557,0.87,10.9307,0.12009,1.0,11.7496,0.2169,1.0,12.8727,0.10829,1.06,3.638269824,0.09027,1.0,7.16396,0.1073,0.77,8.8898779,0.09545,0.74,17.018015495,0.12946,1.02,11.87613,0.16566,1.03,11.713683642,3.46481,1.0,1.68095,4.24318,1.0,1.0,0.07,0.77,1.17,0.74,1.0,1.17,0,0,0,116.0204,,34.4144402,-5.2054167
10698,10698,335.373,2685.386,34.4152527,-5.2047968,3,126.0,4.71207,0.05972,1.091066,2.620469,3.94467,0.06039,1.771907,6.98958,0.10701,11.31721,3.85,3.418,2.383,8.562,12.34782,0.22894,1.18,2.799335481,0.08867,1.0,3.033858492,0.0152,1.0,3.16280274,0.01859,1.0,3.453748112,0.02405,1.0,3.760837395,0.02439,1.0,5.28214,0.06711,1.0,6.21300748,0.49027,0.15,7.189511742,0.39147,0.19,9.37071,0.55593,0.13,9.99865,1.25216,0.07,10.86198,1.373,0.06,12.88951365,1.07039,0.31,9.10379,0.18815,1.0,12.26283,0.37867,1.0,13.15561,0.24689,0.92,12.4606,0.32563,0.87,8.74426,0.12461,0.99,9.19552,0.22175,1.02,10.8688,0.11227,1.05,3.26064216,0.0932,1.0,4.09036,0.11077,0.77,7.198782392,0.0985,0.74,15.862644999,0.15656,1.02,15.9435,0.20005,1.03,9.5121248673,4.13347,1.0,10.76853,5.11651,1.0,1.0,0.06,0.77,1.18,0.74,1.0,1.17,0,0,0,65.31627,,34.4152527,-5.2047968
11073,11073,391.189,2769.384,34.4129143,-5.2012968,3,156.0,4.25554,0.06275,1.094799,2.225608,4.69515,0.06345,1.771907,8.31937,0.11243,8.65105,2.789,3.048,2.567,8.392,9.47116,0.23665,1.06,4.167135132,0.07538,1.0,4.245052968,0.0129,1.0,4.27237588,0.01579,1.0,4.41844064,0.02043,1.0,4.497833445,0.02069,1.0,6.96867,0.05713,1.0,7.091934848,0.36753,0.19,9.232847631,0.29404,0.24,7.14015,0.42581,0.16,9.1849,0.83961,0.11,6.95371,0.8949,0.1,8.76270825,0.80844,0.39,9.70277,0.15991,1.0,10.52634,0.32136,1.0,9.92881,0.21098,0.91,9.96452,0.31518,0.67,8.73232,0.10882,0.94,8.79584,0.19035,1.0,9.54473,0.09844,0.99,4.3841538,0.07878,1.01,4.91241,0.09416,0.77,7.541694072,0.09217,0.61,10.3146287534,0.12262,1.08,10.20654,0.16704,1.06,4.1808487566,3.31372,1.0,6.62925,3.83455,1.0,1.0,0.1,0.77,1.06,0.61,1.0,1.06,0,0,0,73.99814,1.377,34.4129143,-5.2012968
10707,10707,627.091,2703.99,34.4030457,-5.2040215,0,263.0,4.93089,0.06428,1.053614,3.117872,4.4016,0.065,1.771907,7.79923,0.11518,14.59157,4.237,4.096,3.328,11.076,15.37389,0.32479,1.01,0.8254840059,0.10593,1.0,1.470124368,0.01811,1.0,2.23523789,0.02206,1.0,2.422958064,0.02861,1.0,2.640593592,0.0289,1.0,3.49486,0.08009,1.0,3.79428311,0.28472,0.61,4.782838095,0.25539,0.61,8.42392,0.30584,0.6,11.5491,0.5746,0.45,11.49795,0.54872,0.51,15.63206745,0.8271,0.72,7.66746,0.22481,1.0,11.48391,0.4517,1.0,16.21112,0.30001,0.89,15.64503,0.48431,0.56,7.39289,0.14823,1.0,9.49949,0.26157,1.04,11.1341,0.13617,1.03,2.5077822,0.11095,1.0,2.70756,0.13208,0.77,4.151535632,0.15672,0.42,18.951418373,0.13537,1.21,20.82623,0.15327,1.14,31.29650142,3.46482,1.0,14.15733,3.91973,1.0,1.0,0.42,0.77,1.01,0.42,1.0,1.01,0,0,1,67.71577,,34.4030457,-5.2040215
11042,11042,571.671,2792.035,34.405365,-5.2003527,3,368.0,14.03118,0.06593,1.05482,2.24474,15.97571,0.06667,1.771907,28.30747,0.11814,29.85947,2.805,3.709,3.598,10.959,31.49635,0.32932,0.96,0.10580500137,0.07621,1.0,0.3012205428,0.01302,1.0,0.5008112925,0.01589,1.0,1.335232016,0.02061,1.0,2.866527258,0.02081,1.0,7.85311,0.05772,1.0,14.064574,0.23331,0.47,15.0831072,0.21165,0.46,18.88728,0.2609,0.43,23.2528,0.47507,0.34,26.10772,0.45754,0.38,31.6661379,0.62318,0.66,18.81618,0.16175,1.0,25.69742,0.32483,1.0,33.33035,0.21582,0.89,31.65375,0.36863,0.5,17.9293,0.11014,0.94,20.5284,0.19034,1.02,22.9361,0.09996,0.99,0.991304136,0.07951,1.01,4.18407,0.09512,0.77,12.65912364,0.11539,0.4,45.031080872,0.12505,1.23,40.0092,0.15906,1.11,19.980852636,3.14361,1.0,26.69374,3.8585,1.0,1.0,0.34,0.77,0.96,0.4,1.0,0.96,0,0,1,239.6149,,34.405365,-5.2003527
10934,10934,566.77,2827.414,34.405571,-5.1988783,3,1782.0,152.8346,0.06559,1.012808,4.341874,135.4762,0.06633,1.771907,240.0511,0.11753,655.1968,6.101,7.094,5.423,18.607,663.5884,0.58514,0.99,15.2703129,0.14736,1.0,25.61678388,0.02518,1.0,67.0742327,0.03075,1.0,127.8099328,0.03987,1.0,177.6940137,0.04026,1.0,247.14937,0.11172,1.0,310.8343192,0.46587,0.44,349.65945,0.40449,0.47,412.89351,0.51723,0.41,527.823,0.89168,0.36,583.78875,0.89642,0.37,690.202992,1.22433,0.64,406.49398,0.3129,1.0,568.29414,0.62823,1.0,703.70534,0.4151,0.9,665.4796,0.71299,0.5,391.604,0.21663,0.91,448.762,0.36837,1.02,501.668,0.19744,0.95,90.88908696,0.15385,1.01,197.00155,0.18285,0.78,291.4270844,0.24568,0.33,361.64716689,0.17786,1.21,321.58748,0.23623,1.09,215.04252606,4.3275,1.0,281.11576,5.22787,1.0,1.0,0.33,0.78,0.99,0.33,1.0,0.97,0,0,1,2042.523,0.342,34.405571,-5.1988783
11334,11334,636.183,2830.647,34.4026642,-5.1987438,0,188.0,6.13943,0.06493,1.081977,2.422899,6.56636,0.06565,1.771907,11.63498,0.11633,13.74818,3.112,3.529,2.563,9.022,14.87522,0.26384,0.99,0.04410187719,0.08227,1.0,0.187012386,0.01405,1.0,0.3453359945,0.01715,1.0,0.5761447008,0.02224,1.0,1.269849588,0.02245,1.0,2.13251,0.06236,1.0,2.86628991,0.23399,0.54,3.678735753,0.2006,0.59,5.47134,0.25106,0.54,7.341,0.43887,0.46,9.39576,0.42966,0.5,13.8454938,0.63002,0.75,5.08046,0.17488,1.0,9.05599,0.35113,1.0,16.25102,0.23325,0.89,15.02599,0.37957,0.55,5.02617,0.11724,0.97,6.02636,0.20468,1.03,7.4664,0.1071,1.01,0.3155046354,0.08633,1.0,1.51475,0.10481,0.74,2.871963432,0.11765,0.45,28.299848999,0.1324,1.22,23.82594,0.16267,1.07,13.312508877,3.16899,1.0,17.31914,3.8582,1.0,1.0,0.45,0.74,0.99,0.45,1.0,0.99,0,0,1,100.0139,,34.4026642,-5.1987438
11509,11509,422.179,2899.456,34.4116211,-5.1958766,3,294.0,3.11836,0.06335,1.025327,3.304802,3.13824,0.06406,1.771907,5.56066,0.1135,10.05101,4.702,5.564,4.555,15.103,10.30558,0.44856,1.05,0.2368517826,0.11189,1.0,0.2765624724,0.01913,1.0,0.7947342725,0.02346,1.0,1.866248208,0.03035,1.0,3.152989728,0.03069,1.0,4.17475,0.08506,1.0,5.818465694,0.45455,0.27,6.711448716,0.38764,0.3,7.49155,0.52827,0.23,8.92195,0.99346,0.17,10.08276,0.95841,0.19,11.25874275,1.06926,0.49,7.06664,0.23765,1.0,10.07621,0.47702,1.0,10.62467,0.31339,0.91,10.28809,0.46836,0.67,6.23009,0.16201,0.94,6.78412,0.28459,0.99,7.70238,0.14581,1.0,1.230021468,0.09674,1.48,3.32967,0.11309,1.18,4.908401856,0.14046,0.58,5.0639240774,0.1664,1.08,3.54549,0.22968,1.04,-8.6175207498,4.23807,1.0,14.59288,4.74109,1.0,1.0,0.17,1.18,1.05,0.58,1.0,1.04,0,1,0,48.99149,,34.4116211,-5.1958766
11640,11640,394.154,2898.414,34.4127922,-5.19592,3,153.0,4.63671,0.06159,1.095551,2.179339,5.24725,0.06229,1.771907,9.29763,0.11036,9.22363,2.626,2.878,2.697,8.358,10.10496,0.23136,1.1,0.006852324096,0.07375,1.0,0.11021588712,0.01262,1.0,0.220096041,0.01547,1.0,0.490146496,0.02002,1.0,1.041748575,0.02025,1.0,2.29482,0.05608,1.0,3.07090311,0.34041,0.21,3.969574371,0.26992,0.27,4.84244,0.38351,0.19,5.89,0.75115,0.13,8.356,0.71325,0.15,9.774128655,0.7364,0.45,5.09904,0.15668,1.0,7.61059,0.31452,1.0,10.21843,0.20657,0.91,10.11835,0.28615,0.78,4.84496,0.10459,0.98,5.85107,0.18669,1.0,6.65158,0.09464,1.03,0.274542792,0.06315,1.51,1.47193,0.07552,1.15,3.48691968,0.08743,0.65,15.559701331,0.13227,1.07,12.35539,0.17545,1.05,-5.7069521652,3.38004,1.0,15.91211,3.75391,1.0,1.0,0.13,1.15,1.1,0.65,1.0,1.1,0,0,1,84.24536,,34.4127922,-5.19592
11136,11136,540.392,2828.821,34.4066734,-5.1988201,3,545.0,42.81677,0.06493,1.046952,2.590989,44.54534,0.06565,1.771907,78.93021,0.11633,105.9626,3.486,4.138,3.718,11.767,110.9378,0.35035,0.99,1.551135573,0.08792,1.0,2.22766812,0.01503,1.0,4.33082283,0.01836,1.0,7.983659088,0.02379,1.0,16.88559453,0.02403,1.0,30.50412,0.06666,1.0,38.06694244,0.2919,0.4,44.69243373,0.25275,0.43,57.50646,0.32514,0.37,70.0287,0.57413,0.31,81.95884,0.56691,0.33,111.992931,0.76803,0.58,57.00829,0.18662,1.0,79.93521,0.37469,1.0,117.54586,0.24759,0.9,110.60287,0.40559,0.55,52.4778,0.12993,0.9,59.9342,0.22087,1.01,67.8231,0.11772,0.95,5.73186348,0.09179,1.01,20.15051,0.1098,0.77,35.7611382,0.13651,0.38,164.48316679,0.14028,1.16,150.57479,0.18969,1.07,167.85744339,3.48169,1.0,201.58098,4.19974,1.0,1.0,0.31,0.77,0.99,0.38,1.0,0.99,0,0,1,678.4817,,34.4066734,-5.1988201
11178,11178,454.741,2907.21,34.4102554,-5.1955533,2,1998.0,1130.64,0.06493,1.047271,2.044664,1352.899,0.06599,1.771907,2397.212,0.11693,2207.432,2.438,3.964,3.858,11.732,2311.778,0.34071,1.04,47.6133195,0.06926,1.0,155.1071448,0.01184,1.0,237.963498,0.01451,1.0,287.3052672,0.01878,1.0,286.6527258,0.01898,1.0,773.48024,0.05264,1.0,2356.017658,0.26626,0.3,2477.919969,0.22151,0.35,2742.78176,0.29089,0.29,3083.59,0.52684,0.23,3220.93195,0.50551,0.26,2438.24391,0.62382,0.55,2927.18787,0.1471,1.0,3380.22734,0.29522,1.0,2471.78431,0.19507,0.9,2367.40366,0.4011,0.35,2817.06,0.09824,0.98,3019.48,0.17614,0.99,3203.33,0.08901,1.03,657.9056814,0.05946,1.5,1674.56101,0.0694,1.2,2244.733836,0.29626,0.05,1208.0903063,0.12742,1.09,815.47163,0.17101,1.03,528.49021716,3.18926,1.0,288.66445,3.7247,1.0,1.0,0.05,1.2,1.04,0.05,1.0,0.99,1,0,0,20502.03,,34.4102554,-5.1955533
11784,11784,511.772,2938.653,34.4078712,-5.1942434,0,328.0,10.2235,0.06132,1.055207,2.646302,10.29779,0.062,1.771907,18.24673,0.10987,25.63903,3.603,3.821,3.471,10.925,27.05447,0.30525,1.11,4.526740824,0.08969,1.0,5.07649032,0.01533,1.0,9.459355705,0.01876,1.0,12.48989504,0.0243,1.0,13.65418803,0.02454,1.0,17.71804,0.0682,1.0,17.88856736,0.28339,0.44,19.16072172,0.26037,0.42,20.85924,0.31635,0.41,23.8354,0.52085,0.39,25.36554,0.51898,0.41,27.85402215,0.71455,0.7,21.27567,0.19058,1.0,23.93631,0.38243,1.0,27.6889,0.25272,0.9,27.3429,0.35735,0.74,20.0183,0.12607,1.0,21.2712,0.22939,0.98,22.5928,0.11496,1.04,10.293810318,0.07752,1.48,14.47853,0.09027,1.19,17.5307738,0.1148,0.56,16.25238912,0.14351,1.07,13.80166,0.18448,1.0,5.6995843431,3.52875,1.0,11.36965,4.20863,1.0,1.0,0.39,1.19,1.11,0.56,1.0,1.11,0,0,1,166.0825,,34.4078712,-5.1942434
4190,4190,2597.927,1266.886,34.3205719,-5.2638998,0,145.0,5.87283,0.06245,1.113526,2.06916,7.04058,0.06315,1.771907,12.47526,0.1119,10.91292,2.343,2.661,2.448,7.657,12.15182,0.21379,1.08,1.765411512,0.06913,1.0,4.578727356,0.01207,1.0,8.211390445,0.01478,1.0,11.28088496,0.01896,1.0,12.79695816,0.01916,1.0,14.73942,0.05327,1.0,15.9965153,0.16838,0.76,16.36077618,0.1432,0.84,17.15071,0.17914,0.76,18.9722,0.28688,0.8,18.50977,0.30702,0.73,13.66289085,0.50469,0.83,17.10067,0.15037,1.0,18.2935,0.30645,1.0,12.6039,0.1825,1.06,12.86383,0.3317,0.55,16.1509,0.09874,0.97,,,0.0,18.226,0.0923,0.96,8.691971004,0.07385,1.0,13.46256,0.07701,0.98,15.13107552,0.11109,0.39,5.8378311761,0.13236,1.13,3.88872,0.16591,0.96,-4.8868538748,2.49012,1.0,-10.17382,4.10104,1.0,1.0,0.0,0.98,1.08,0.39,1.0,1.07,1,0,0,111.4856,,34.3205719,-5.2638998
3720,3720,2518.564,1260.936,34.3238945,-5.2641482,0,1172.0,14.50809,0.06188,1.007102,6.536599,12.00211,0.06257,1.771907,21.26662,0.11087,94.16483,9.005,11.728,4.258,21.2,94.83358,0.64776,1.09,17.65360308,0.21824,1.0,30.24700164,0.0381,1.0,48.79572375,0.04671,1.0,59.24470304,0.05986,1.0,67.58660769,0.06053,1.0,76.1503,0.16825,1.0,85.891041,0.46562,0.99,88.69006692,0.40418,1.05,93.39489,0.49371,1.0,103.687,0.80143,1.02,109.11513,0.83007,0.99,101.64199185,1.43114,1.03,94.21744,0.47545,1.0,109.8148,0.96859,1.0,98.78428,0.57679,1.06,98.06779,1.06968,0.53,90.6366,0.26191,1.38,,,0.0,98.1164,0.24077,1.41,51.4720458,0.23327,1.0,70.24804,0.24336,0.98,81.9404644,0.36048,0.37,50.030972067,0.26302,1.12,35.74096,0.33533,0.94,39.844597329,5.10081,1.0,42.97788,7.65645,1.0,1.0,0.0,0.98,1.09,0.37,1.0,1.09,0,0,1,191.8178,,34.3238945,-5.2641482
4257,4257,2559.34,1305.534,34.3221893,-5.2622895,3,257.0,3.73096,0.05998,1.032757,2.708256,3.4344,0.06065,1.771907,6.08543,0.10747,9.7839,3.876,5.375,3.882,13.704,10.1044,0.38283,1.16,0.9912940788,0.09046,1.0,1.897565256,0.01578,1.0,2.70753626,0.01934,1.0,3.02568256,0.0248,1.0,2.948876637,0.02508,1.0,3.11946,0.06971,1.0,3.281272348,0.21092,0.83,4.273167087,0.17902,0.92,5.93391,0.21802,0.88,7.82609,0.35393,0.9,7.37542,0.3694,0.86,10.371517875,0.62737,0.92,5.61032,0.1968,1.0,6.48405,0.40101,1.0,10.32148,0.23879,1.06,9.95749,0.39341,0.67,4.99297,0.13001,0.96,,,0.0,6.57101,0.12156,0.95,1.99461663,0.09659,1.0,2.47695,0.10032,0.99,3.63181744,0.121,0.56,11.623503048,0.15493,1.14,12.87172,0.1954,0.96,14.087569269,2.77627,1.0,8.32687,4.69986,1.0,1.0,0.0,0.99,1.16,0.56,1.0,1.16,0,1,0,56.62363,,34.3221893,-5.2622895
4082,4082,2654.082,1273.575,34.318222,-5.2636209,3,393.0,24.3371,0.06188,1.051446,2.745238,22.73319,0.06257,1.771907,40.28109,0.11087,63.54212,3.923,4.184,3.384,11.288,66.81113,0.31913,1.09,0.5186913996,0.09177,1.0,0.6069206052,0.01601,1.0,1.168735985,0.0196,1.0,2.19094904,0.02516,1.0,4.520389545,0.02543,1.0,8.82226,0.07069,1.0,13.7261355,0.24752,0.62,17.2878615,0.204,0.73,24.82718,0.263,0.62,34.2416,0.42606,0.64,40.44686,0.45811,0.58,67.21990005,0.69974,0.76,21.08053,0.19936,1.0,37.72738,0.40638,1.0,71.2096,0.24205,1.06,65.53145,0.43163,0.57,21.8045,0.13019,0.98,,,0.0,31.7693,0.12113,0.98,1.667291694,0.09948,0.97,5.41398,0.10266,0.97,12.21076076,0.14364,0.41,133.55487695,0.16598,1.15,114.57321,0.2054,0.99,82.538186661,3.03636,1.0,86.10759,5.18907,1.0,1.0,0.0,0.97,1.09,0.41,1.0,1.09,0,0,1,363.3221,,34.318222,-5.2636209
4145,4145,2644.421,1273.907,34.3186264,-5.263607,3,213.0,18.44242,0.06188,1.083709,2.189225,17.94522,0.06257,1.771907,31.79727,0.11087,37.25595,3.094,3.138,2.822,8.927,40.3746,0.24869,1.09,1.815770646,0.07318,1.0,1.82377242,0.01277,1.0,3.0095371,0.01563,1.0,4.517385056,0.02006,1.0,7.775097477,0.02028,1.0,12.05044,0.05637,1.0,15.7123303,0.19579,0.63,17.22296142,0.16047,0.75,25.71537,0.20486,0.65,26.7576,0.32956,0.68,30.31257,0.35607,0.61,40.2196557,0.56172,0.75,20.43176,0.159,1.0,29.16054,0.3241,1.0,42.62167,0.19395,1.05,39.46441,0.34131,0.58,22.0098,0.10332,0.99,,,0.0,25.9328,0.09711,0.97,3.491206836,0.07852,0.99,8.75777,0.0823,0.96,14.79333876,0.11455,0.41,66.307528463,0.16035,1.15,51.28397,0.19434,0.98,41.382466407,2.87758,1.0,43.6837,4.9473,1.0,1.0,0.0,0.96,1.09,0.41,1.0,1.09,0,0,1,286.8008,,34.3186264,-5.263607
4210,4210,2637.912,1303.16,34.3189011,-5.2623882,3,571.0,25.49531,0.06024,1.035449,3.341425,22.39879,0.06092,1.771907,39.68858,0.10794,82.27409,4.727,5.639,3.472,13.274,85.19066,0.37277,1.14,13.85849061,0.11169,1.0,15.82744932,0.01948,1.0,30.7230079,0.02385,1.0,39.12051856,0.03062,1.0,42.60190221,0.03095,1.0,53.87417,0.08603,1.0,56.23287436,0.29661,0.64,59.7049929,0.24492,0.75,66.34978,0.31036,0.66,73.4942,0.49591,0.7,81.22721,0.53441,0.63,86.3802351,0.84067,0.78,65.38472,0.24261,1.0,77.49647,0.49451,1.0,87.97739,0.29453,1.06,84.52762,0.48815,0.66,61.7033,0.15694,1.0,,,0.0,70.1751,0.14829,0.97,33.32209032,0.12102,0.97,45.91721,0.12499,0.97,54.40774192,0.15345,0.53,50.6722472,0.16654,1.16,46.95815,0.20688,0.98,26.759853714,2.87982,1.0,81.58767,5.10064,1.0,1.0,0.0,0.97,1.14,0.53,1.0,1.15,0,0,1,367.6984,,34.3189011,-5.2623882
4305,4305,2653.67,1311.237,34.3182411,-5.2620516,3,242.0,12.85527,0.05998,1.077676,2.226923,13.8221,0.06065,1.771907,24.49148,0.10747,26.56429,2.902,3.242,2.943,9.267,28.62769,0.25062,1.16,0.8516786922,0.07445,1.0,0.7654951512,0.01298,1.0,1.602760685,0.01589,1.0,2.669656576,0.0204,1.0,4.90585368,0.02063,1.0,8.09509,0.05734,1.0,11.45968262,0.20091,0.62,12.96327753,0.16782,0.71,17.82011,0.21169,0.63,19.6886,0.34581,0.64,22.53707,0.37468,0.57,28.82244525,0.57913,0.73,14.7581,0.16165,1.0,20.54632,0.3295,1.0,29.82944,0.19626,1.06,27.86024,0.31798,0.69,15.6594,0.10617,0.97,,,0.0,18.7835,0.09933,0.96,2.052263052,0.07983,0.99,5.80952,0.08287,0.98,10.49590944,0.09606,0.6,39.940219225,0.14285,1.16,31.5874,0.1717,0.98,22.521950532,2.48667,1.0,34.32765,4.40055,1.0,1.0,0.0,0.98,1.16,0.6,1.0,1.16,0,0,1,227.8879,,34.3182411,-5.2620516
4419,4419,2640.259,1351.107,34.3188019,-5.2603903,0,385.0,8.47247,0.05778,1.042367,3.160015,7.58374,0.05843,1.771907,13.43768,0.10353,25.68494,4.471,4.648,3.623,12.311,26.77315,0.32759,1.25,5.625156231,0.10565,1.0,5.422905756,0.01842,1.0,6.25337488,0.02255,1.0,7.247890688,0.02895,1.0,10.48407528,0.02927,1.0,13.74482,0.08135,1.0,16.65758128,0.28525,0.62,16.21793439,0.23327,0.74,22.22064,0.29356,0.66,21.4407,0.47277,0.69,21.43875,0.50517,0.63,27.00896505,0.80006,0.77,18.34347,0.2293,1.0,22.02518,0.46737,1.0,27.26683,0.27969,1.05,25.77822,0.41597,0.81,19.0494,0.14845,1.0,,,0.0,19.8185,0.13962,0.98,6.455611314,0.1132,0.99,11.45448,0.11703,0.99,16.5675552,0.12328,0.73,34.099860052,0.16216,1.14,25.93604,0.20203,0.96,18.775997022,2.79078,1.0,15.80775,4.92985,1.0,1.0,0.0,0.99,1.25,0.73,1.0,1.25,0,0,1,129.7946,,34.3188019,-5.2603903
4051,4051,2575.587,1338.872,34.3215065,-5.2609005,2,2082.0,933.3984,0.05947,1.042996,2.089396,1084.539,0.06014,1.771907,1921.702,0.10656,1869.844,2.584,4.168,3.991,12.236,1950.239,0.32938,1.22,656.7117816,0.06981,1.0,275.791068,0.01218,1.0,278.590005,0.01492,1.0,287.7121008,0.01914,1.0,331.6884312,0.01935,1.0,923.08647,0.05378,1.0,3063.813986,0.16284,0.83,2874.210948,0.1397,0.9,3032.63483,0.17319,0.83,3122.73,0.27795,0.87,2972.42738,0.29195,0.82,2078.75964,0.48396,0.92,3164.38119,0.15174,1.0,3126.08006,0.30921,1.0,2017.53771,0.18501,1.05,1923.80525,0.34731,0.51,3123.61,0.09926,0.98,3067.84,0.19935,0.79,3027.47,0.09237,0.98,,,0.0,,,0.0,2869.415028,0.28456,0.06,849.15935821,0.13434,1.19,545.96916,0.17214,0.98,372.63149436,2.34951,1.0,210.74687,4.25766,1.0,1.0,0.0,0.0,1.22,0.06,1.0,1.18,1,0,0,18034.51,,34.3215065,-5.2609005
4730,4730,2336.277,1417.364,34.3315239,-5.2576308,0,255.0,10.74178,0.05365,1.079767,2.186768,12.61154,0.05425,1.771907,22.34648,0.09613,21.7545,2.59,3.088,3.01,9.146,23.48978,0.22112,1.45,0.1866821034,0.073,1.0,0.3274236612,0.01271,1.0,0.4840251575,0.01563,1.0,1.044226944,0.01999,1.0,2.089126368,0.02025,1.0,4.69854,0.05622,1.0,8.991158704,0.14468,1.15,9.833758704,0.12974,1.14,11.48671,0.15432,1.15,16.5507,0.25337,1.14,19.06632,0.25542,1.15,25.4278596,0.43932,1.22,10.80698,0.15903,1.0,17.58351,0.32353,1.0,24.66442,0.19278,1.06,23.02844,0.25718,1.02,10.5481,0.10171,1.03,13.4651,0.19214,0.94,16.3191,0.09651,0.99,0.8199071508,0.07788,1.0,2.77828,0.08191,0.97,7.194027324,0.07688,0.89,38.417285675,0.12485,1.02,45.33838,0.15445,0.92,47.142504072,2.81288,1.0,74.51656,4.59949,1.0,1.0,0.89,0.97,1.45,0.89,1.0,1.45,0,0,1,232.4719,,34.3315239,-5.2576308
